no	Annotation	Filename	Random Forest	kNN	AdaBoost
6973	stop	nightTest/nightSequence2--00933.jpg	stop	stop	stop
6974	go	dayTest/daySequence2--04874.jpg	go	go	go
6975	go	nightTest/nightSequence2--01344.jpg	go	go	go
6976	stop	nightTest/nightSequence2--03399.jpg	stop	stop	stop
6977	go	nightTest/nightSequence1--02419.jpg	go	go	go
6978	go	dayTest/daySequence1--03373.jpg	go	go	go
6979	stop	dayTest/daySequence1--02102.jpg	stop	stop	stop
6980	stop	dayTest/daySequence2--00778.jpg	stop	stop	stop
6981	stop	nightTest/nightSequence2--04175.jpg	stop	stop	stop
6982	go	nightTest/nightSequence2--04245.jpg	go	go	go
6983	stop	dayTest/daySequence1--02514.jpg	stop	stop	stop
6984	stop	dayTest/daySequence2--01779.jpg	stop	stop	stop
6985	go	nightTest/nightSequence2--03742.jpg	go	go	go
6986	stop	nightTest/nightSequence2--05176.jpg	stop	stop	stop
6987	stop	nightTest/nightSequence1--02957.jpg	stop	stop	stop
6988	stop	nightTest/nightSequence2--00194.jpg	stop	stop	stop
6989	go	nightTest/nightSequence2--04491.jpg	go	go	go
6990	stop	dayTest/daySequence1--02317.jpg	stop	stop	stop
6991	goLeft	nightTest/nightSequence1--03878.jpg	goLeft	goLeft	goLeft
6992	stop	dayTest/daySequence2--05885.jpg	stop	stop	stop
6993	stop	nightTest/nightSequence2--00627.jpg	stop	stop	stop
6994	go	nightTest/nightSequence2--04201.jpg	go	go	go
6995	go	dayTest/daySequence1--02544.jpg	go	go	go
6996	go	nightTest/nightSequence2--02572.jpg	go	go	go
6997	go	dayTest/daySequence1--01034.jpg	go	go	go
6998	go	dayTest/daySequence1--03779.jpg	go	go	go
6999	go	dayTest/daySequence1--02241.jpg	go	go	go
7000	go	nightTest/nightSequence1--04137.jpg	go	go	go
7001	go	dayTest/daySequence2--06846.jpg	go	go	go
7002	go	dayTest/daySequence1--02749.jpg	go	go	go
7003	stop	dayTest/daySequence1--00786.jpg	stop	stop	stop
7004	go	nightTest/nightSequence2--03061.jpg	go	go	go
7005	stop	nightTest/nightSequence2--01738.jpg	stop	stop	stop
7006	go	nightTest/nightSequence1--00094.jpg	go	go	go
7007	stop	nightTest/nightSequence1--01179.jpg	stop	stop	stop
7008	stop	nightTest/nightSequence2--06306.jpg	stop	stop	stop
7009	stop	dayTest/daySequence2--06449.jpg	stop	stop	stop
7010	stop	nightTest/nightSequence1--01246.jpg	stop	stop	stop
7011	stop	dayTest/daySequence2--05571.jpg	stop	stop	stop
7012	go	nightTest/nightSequence1--02052.jpg	go	go	go
7013	go	dayTest/daySequence1--01026.jpg	go	go	go
7014	stopLeft	nightTest/nightSequence2--04706.jpg	stopLeft	stopLeft	stopLeft
7015	go	dayTest/daySequence2--04993.jpg	go	go	go
7016	stop	nightTest/nightSequence2--04267.jpg	stop	stop	stop
7017	go	dayTest/daySequence1--03196.jpg	go	go	go
7018	go	nightTest/nightSequence1--02538.jpg	go	go	go
7019	stop	nightTest/nightSequence2--00325.jpg	stop	stop	stop
7020	stop	nightTest/nightSequence1--03511.jpg	stop	stop	stop
7021	go	nightTest/nightSequence2--04584.jpg	go	go	go
7022	go	dayTest/daySequence2--03485.jpg	go	go	go
7023	stop	nightTest/nightSequence2--02267.jpg	stop	stop	stop
7024	stop	nightTest/nightSequence2--00435.jpg	stop	stop	stop
7025	go	nightTest/nightSequence1--03218.jpg	go	go	go
7026	go	dayTest/daySequence1--02339.jpg	go	go	go
7027	stop	nightTest/nightSequence1--02799.jpg	stop	stop	stop
7028	stop	dayTest/daySequence2--00932.jpg	stop	stop	stop
7029	go	dayTest/daySequence1--01167.jpg	go	go	go
7030	stop	nightTest/nightSequence1--00984.jpg	stop	stop	stop
7031	goLeft	nightTest/nightSequence1--03969.jpg	goLeft	goLeft	goLeft
7032	stopLeft	nightTest/nightSequence2--05150.jpg	stopLeft	stopLeft	stopLeft
7033	stop	nightTest/nightSequence1--01137.jpg	stop	stop	stop
7034	go	nightTest/nightSequence2--04338.jpg	go	go	go
7035	go	nightTest/nightSequence2--03093.jpg	go	go	go
7036	stop	nightTest/nightSequence2--01641.jpg	stop	stop	stop
7037	go	nightTest/nightSequence1--01949.jpg	go	go	go
7038	stop	nightTest/nightSequence2--06465.jpg	stop	stop	stop
7039	stop	nightTest/nightSequence2--04874.jpg	stop	stop	stop
7040	stopLeft	dayTest/daySequence2--04976.jpg	stopLeft	stopLeft	stopLeft
7041	stop	dayTest/daySequence2--05255.jpg	stop	stop	stop
7042	stop	nightTest/nightSequence2--00196.jpg	stop	stop	stop
7043	go	nightTest/nightSequence2--03830.jpg	go	go	go
7044	go	dayTest/daySequence2--01443.jpg	go	go	go
7045	go	nightTest/nightSequence2--06530.jpg	go	go	go
7046	stop	dayTest/daySequence1--03564.jpg	stop	stop	stop
7047	stop	nightTest/nightSequence1--02842.jpg	stop	stop	stop
7048	go	nightTest/nightSequence2--05362.jpg	go	go	go
7049	go	nightTest/nightSequence2--02363.jpg	go	go	go
7050	stopLeft	dayTest/daySequence2--05001.jpg	stopLeft	stopLeft	stopLeft
7051	stop	nightTest/nightSequence2--00304.jpg	stop	stop	stop
7052	stop	nightTest/nightSequence1--02762.jpg	stop	stop	stop
7053	stop	nightTest/nightSequence2--03494.jpg	stop	stop	stop
7054	go	dayTest/daySequence1--02497.jpg	go	go	go
7055	stop	nightTest/nightSequence1--02848.jpg	stop	stop	stop
7056	stop	dayTest/daySequence1--00114.jpg	stop	stop	stop
7057	go	dayTest/daySequence1--03273.jpg	go	go	go
7058	go	dayTest/daySequence1--02653.jpg	go	go	go
7059	go	nightTest/nightSequence1--02403.jpg	go	go	go
7060	stop	nightTest/nightSequence1--02804.jpg	stop	stop	stop
7061	stop	dayTest/daySequence1--00858.jpg	stop	stop	stop
7062	stop	nightTest/nightSequence1--01339.jpg	stop	stop	stop
7063	go	dayTest/daySequence1--01328.jpg	go	go	go
7064	go	dayTest/daySequence1--01183.jpg	go	go	go
7065	go	nightTest/nightSequence2--05353.jpg	go	go	go
7066	stop	nightTest/nightSequence1--01637.jpg	stop	stop	stop
7067	go	nightTest/nightSequence2--04107.jpg	go	go	go
7068	warning	dayTest/daySequence2--05057.jpg	warning	warning	warning
7069	go	nightTest/nightSequence1--02334.jpg	go	go	go
7070	stop	nightTest/nightSequence2--04998.jpg	stop	stop	stop
7071	stopLeft	nightTest/nightSequence2--06482.jpg	stopLeft	stopLeft	stopLeft
7072	stop	nightTest/nightSequence1--01249.jpg	stop	stop	stop
7073	stop	dayTest/daySequence1--02021.jpg	stop	stop	stop
7074	stop	nightTest/nightSequence1--03317.jpg	stop	stop	stop
7075	go	nightTest/nightSequence2--03994.jpg	go	go	go
7076	warning	nightTest/nightSequence2--04747.jpg	warning	warning	warning
7077	stop	nightTest/nightSequence1--00947.jpg	stop	stop	stop
7078	stop	nightTest/nightSequence2--03517.jpg	stop	stop	stop
7079	stop	nightTest/nightSequence1--02820.jpg	stop	stop	stop
7080	warningLeft	dayTest/daySequence1--03043.jpg	warningLeft	warningLeft	warningLeft
7081	go	dayTest/daySequence1--03718.jpg	go	go	go
7082	stop	dayTest/daySequence2--01072.jpg	stop	stop	stop
7083	stopLeft	dayTest/daySequence2--05975.jpg	stopLeft	stopLeft	stopLeft
7084	go	nightTest/nightSequence2--01434.jpg	go	go	go
7085	go	nightTest/nightSequence2--05526.jpg	go	go	go
7086	warning	nightTest/nightSequence1--02730.jpg	warning	warning	warning
7087	stop	dayTest/daySequence1--03575.jpg	stop	stop	stop
7088	stopLeft	nightTest/nightSequence2--04829.jpg	stopLeft	stopLeft	stopLeft
7089	go	dayTest/daySequence1--03267.jpg	go	go	go
7090	go	nightTest/nightSequence2--02726.jpg	go	go	go
7091	stop	nightTest/nightSequence1--03125.jpg	stop	stop	stop
7092	go	nightTest/nightSequence2--05586.jpg	go	go	go
7093	stop	nightTest/nightSequence1--03002.jpg	stop	stop	stop
7094	stopLeft	dayTest/daySequence2--05374.jpg	stopLeft	stopLeft	stopLeft
7095	stop	nightTest/nightSequence1--02838.jpg	stop	stop	stop
7096	stop	dayTest/daySequence2--03894.jpg	stop	stop	stop
7097	stop	nightTest/nightSequence1--02793.jpg	stop	stop	stop
7098	stopLeft	dayTest/daySequence2--05142.jpg	stopLeft	stopLeft	stopLeft
7099	stopLeft	dayTest/daySequence2--05387.jpg	stopLeft	stopLeft	stopLeft
7100	stop	dayTest/daySequence2--05748.jpg	stop	stop	stop
7101	go	nightTest/nightSequence1--01802.jpg	go	go	go
7102	go	nightTest/nightSequence2--05402.jpg	go	go	go
7103	stop	dayTest/daySequence1--02472.jpg	stop	stop	stop
7104	go	dayTest/daySequence1--03405.jpg	go	go	go
7105	stop	nightTest/nightSequence1--02779.jpg	stop	stop	stop
7106	go	nightTest/nightSequence1--04426.jpg	go	go	go
7107	stop	nightTest/nightSequence1--00755.jpg	stop	stop	stop
7108	stop	nightTest/nightSequence2--03327.jpg	stop	stop	stop
7109	stop	nightTest/nightSequence1--01265.jpg	stop	stop	stop
7110	go	nightTest/nightSequence2--01814.jpg	go	go	go
7111	stop	nightTest/nightSequence2--01752.jpg	stop	stop	stop
7112	stop	nightTest/nightSequence2--03675.jpg	stop	stop	stop
7113	go	nightTest/nightSequence2--01087.jpg	go	go	go
7114	go	nightTest/nightSequence2--04533.jpg	go	go	go
7115	go	dayTest/daySequence1--02429.jpg	go	go	go
7116	go	nightTest/nightSequence2--05390.jpg	go	go	go
7117	warning	dayTest/daySequence2--03706.jpg	warning	warning	warning
7118	go	dayTest/daySequence1--03665.jpg	go	go	go
7119	stop	dayTest/daySequence2--00312.jpg	stop	stop	stop
7120	go	nightTest/nightSequence1--01824.jpg	go	go	go
7121	stop	nightTest/nightSequence2--05998.jpg	stop	stop	stop
7122	go	nightTest/nightSequence2--04000.jpg	go	go	go
7123	stop	nightTest/nightSequence2--01757.jpg	stop	stop	stop
7124	stopLeft	nightTest/nightSequence2--04885.jpg	stopLeft	stopLeft	stopLeft
7125	go	dayTest/daySequence1--03008.jpg	go	go	go
7126	warning	nightTest/nightSequence2--04745.jpg	warning	warning	warning
7127	stop	dayTest/daySequence2--00233.jpg	stop	stop	stop
7128	stop	nightTest/nightSequence2--04767.jpg	stop	stop	stop
7129	stop	nightTest/nightSequence1--01183.jpg	stop	stop	stop
7130	go	nightTest/nightSequence2--05494.jpg	go	go	go
7131	stopLeft	dayTest/daySequence2--05403.jpg	stopLeft	stopLeft	stopLeft
7132	stop	nightTest/nightSequence1--01412.jpg	stop	stop	stop
7133	stop	nightTest/nightSequence2--01841.jpg	stop	stop	stop
7134	go	nightTest/nightSequence2--06423.jpg	go	go	go
7135	stopLeft	nightTest/nightSequence2--06505.jpg	stopLeft	stopLeft	stopLeft
7136	stop	nightTest/nightSequence2--00100.jpg	stop	stop	stop
7137	stop	nightTest/nightSequence2--06372.jpg	stop	stop	stop
7138	stopLeft	dayTest/daySequence2--05381.jpg	stopLeft	stopLeft	stopLeft
7139	go	nightTest/nightSequence2--01810.jpg	go	go	go
7140	go	nightTest/nightSequence2--01308.jpg	go	go	go
7141	stop	nightTest/nightSequence2--06366.jpg	stop	stop	stop
7142	stop	nightTest/nightSequence1--01085.jpg	stop	stop	stop
7143	stop	nightTest/nightSequence1--02702.jpg	stop	stop	stop
7144	stop	nightTest/nightSequence2--05973.jpg	stop	stop	stop
7145	go	nightTest/nightSequence1--04380.jpg	go	go	go
7146	go	nightTest/nightSequence2--04033.jpg	go	go	go
7147	go	nightTest/nightSequence2--04435.jpg	go	go	go
7148	go	nightTest/nightSequence2--01251.jpg	go	go	go
7149	stopLeft	dayTest/daySequence2--06116.jpg	stopLeft	stopLeft	stopLeft
7150	stop	nightTest/nightSequence1--02769.jpg	stop	stop	stop
7151	stop	dayTest/daySequence2--05212.jpg	stop	stop	stop
7152	go	dayTest/daySequence2--06599.jpg	go	go	go
7153	go	nightTest/nightSequence2--02873.jpg	go	go	go
7154	stop	nightTest/nightSequence1--02911.jpg	stop	stop	stop
7155	warning	nightTest/nightSequence2--01539.jpg	warning	warning	warning
7156	stopLeft	dayTest/daySequence2--05279.jpg	stopLeft	stopLeft	stopLeft
7157	stop	nightTest/nightSequence1--00999.jpg	stop	stop	stop
7158	go	nightTest/nightSequence2--05315.jpg	go	go	go
7159	goLeft	dayTest/daySequence2--06328.jpg	goLeft	goLeft	goLeft
7160	stop	nightTest/nightSequence2--01770.jpg	stop	stop	stop
7161	stop	nightTest/nightSequence2--01616.jpg	stop	stop	stop
7162	go	dayTest/daySequence1--02799.jpg	go	go	go
7163	stop	nightTest/nightSequence1--01466.jpg	stop	stop	stop
7164	go	nightTest/nightSequence2--05327.jpg	go	go	go
7165	warning	nightTest/nightSequence1--02716.jpg	warning	warning	warning
7166	go	dayTest/daySequence2--01472.jpg	go	go	go
7167	go	nightTest/nightSequence2--02903.jpg	go	go	go
7168	go	dayTest/daySequence2--02660.jpg	go	go	go
7169	stop	nightTest/nightSequence2--00150.jpg	stop	stop	stop
7170	stopLeft	nightTest/nightSequence2--00860.jpg	stopLeft	stopLeft	stopLeft
7171	stop	nightTest/nightSequence1--01609.jpg	stop	stop	stop
7172	go	nightTest/nightSequence1--02551.jpg	go	go	go
7173	stop	nightTest/nightSequence1--03559.jpg	stop	stop	stop
7174	go	dayTest/daySequence1--02599.jpg	go	go	go
7175	stop	nightTest/nightSequence2--06018.jpg	stop	stop	stop
7176	go	nightTest/nightSequence2--05358.jpg	go	go	go
7177	stop	nightTest/nightSequence2--00715.jpg	stop	stop	stop
7178	stop	nightTest/nightSequence2--01970.jpg	stop	stop	stop
7179	go	dayTest/daySequence1--03913.jpg	go	go	go
7180	go	nightTest/nightSequence2--05551.jpg	go	go	go
7181	go	dayTest/daySequence1--01851.jpg	go	go	go
7182	stop	nightTest/nightSequence2--00214.jpg	stop	stop	stop
7183	stop	nightTest/nightSequence1--03023.jpg	stop	stop	stop
7184	go	nightTest/nightSequence1--01679.jpg	go	go	go
7185	go	nightTest/nightSequence1--02522.jpg	go	go	go
7186	go	nightTest/nightSequence2--01274.jpg	go	go	go
7187	stop	nightTest/nightSequence2--01748.jpg	stop	stop	stop
7188	go	nightTest/nightSequence2--05538.jpg	go	go	go
7189	stop	nightTest/nightSequence1--01329.jpg	stop	stop	stop
7190	stop	nightTest/nightSequence1--01089.jpg	stop	stop	stop
7191	go	nightTest/nightSequence1--03955.jpg	go	go	go
7192	go	nightTest/nightSequence2--00668.jpg	go	go	go
7193	goLeft	dayTest/daySequence2--06318.jpg	goLeft	goLeft	goLeft
7194	stopLeft	nightTest/nightSequence2--06379.jpg	stopLeft	stopLeft	stopLeft
7195	warning	nightTest/nightSequence1--02556.jpg	warning	warning	warning
7196	go	nightTest/nightSequence2--04133.jpg	go	go	go
7197	stopLeft	dayTest/daySequence2--05989.jpg	stopLeft	stopLeft	stopLeft
7198	go	dayTest/daySequence1--02641.jpg	go	go	go
7199	go	nightTest/nightSequence2--01367.jpg	go	go	go
7200	stop	dayTest/daySequence2--06052.jpg	stop	stop	stop
7201	stop	nightTest/nightSequence2--00344.jpg	stop	stop	stop
7202	stop	dayTest/daySequence1--00807.jpg	stop	stop	stop
7203	stop	nightTest/nightSequence1--01476.jpg	stop	stop	stop
7204	stop	nightTest/nightSequence1--02702.jpg	stop	stop	stop
7205	go	nightTest/nightSequence1--01914.jpg	go	go	go
7206	stop	dayTest/daySequence1--00884.jpg	stop	stop	stop
7207	stop	dayTest/daySequence1--02457.jpg	stop	stop	stop
7208	go	dayTest/daySequence1--00225.jpg	go	go	go
7209	stop	nightTest/nightSequence2--03613.jpg	stop	stop	stop
7210	stop	dayTest/daySequence1--03572.jpg	stop	stop	stop
7211	stop	dayTest/daySequence1--02400.jpg	stop	stop	stop
7212	stop	nightTest/nightSequence2--01740.jpg	stop	stop	stop
7213	stopLeft	nightTest/nightSequence2--06476.jpg	stopLeft	stopLeft	stopLeft
7214	go	nightTest/nightSequence2--05489.jpg	go	go	go
7215	stop	nightTest/nightSequence1--03051.jpg	stop	stop	stop
7216	stopLeft	nightTest/nightSequence2--04643.jpg	stopLeft	stopLeft	stopLeft
7217	stop	dayTest/daySequence2--05407.jpg	stop	stop	stop
7218	stop	nightTest/nightSequence1--03044.jpg	stop	stop	stop
7219	go	nightTest/nightSequence2--05469.jpg	go	go	go
7220	stopLeft	nightTest/nightSequence2--05027.jpg	stopLeft	stopLeft	stopLeft
7221	stopLeft	dayTest/daySequence2--02761.jpg	stopLeft	stopLeft	stopLeft
7222	go	nightTest/nightSequence2--01326.jpg	go	go	go
7223	go	nightTest/nightSequence1--04759.jpg	go	go	go
7224	go	dayTest/daySequence1--02130.jpg	go	go	go
7225	goLeft	nightTest/nightSequence1--03988.jpg	goLeft	goLeft	goLeft
7226	stop	dayTest/daySequence2--00318.jpg	stop	stop	stop
7227	go	nightTest/nightSequence2--01890.jpg	go	go	go
7228	stop	nightTest/nightSequence1--03111.jpg	stop	stop	stop
7229	goLeft	nightTest/nightSequence1--03939.jpg	goLeft	goLeft	goLeft
7230	stop	nightTest/nightSequence2--00648.jpg	stop	stop	stop
7231	stop	nightTest/nightSequence2--00793.jpg	stop	stop	stop
7232	stop	nightTest/nightSequence1--02780.jpg	stop	stop	stop
7233	stop	dayTest/daySequence1--02062.jpg	stop	stop	stop
7234	go	nightTest/nightSequence2--03229.jpg	go	go	go
7235	go	nightTest/nightSequence1--03421.jpg	go	go	go
7236	go	dayTest/daySequence2--04994.jpg	go	go	go
7237	stop	dayTest/daySequence2--01792.jpg	stop	stop	stop
7238	stopLeft	dayTest/daySequence2--05838.jpg	stopLeft	stopLeft	stopLeft
7239	stop	dayTest/daySequence2--00278.jpg	stop	stop	stop
7240	stop	nightTest/nightSequence1--03035.jpg	stop	stop	stop
7241	stop	dayTest/daySequence1--00658.jpg	stop	stop	stop
7242	stop	dayTest/daySequence2--06333.jpg	stop	stop	stop
7243	go	dayTest/daySequence1--03937.jpg	go	go	go
7244	go	nightTest/nightSequence2--05558.jpg	go	go	go
7245	stopLeft	dayTest/daySequence2--03504.jpg	stopLeft	stopLeft	stopLeft
7246	go	nightTest/nightSequence2--05403.jpg	go	go	go
7247	go	nightTest/nightSequence1--04390.jpg	go	go	go
7248	go	nightTest/nightSequence2--05468.jpg	go	go	go
7249	stop	nightTest/nightSequence1--01335.jpg	stop	stop	stop
7250	go	nightTest/nightSequence2--05319.jpg	go	go	go
7251	go	nightTest/nightSequence2--04087.jpg	go	go	go
7252	stop	nightTest/nightSequence2--04133.jpg	stop	stop	stop
7253	stop	nightTest/nightSequence1--00893.jpg	stop	stop	stop
7254	stop	nightTest/nightSequence1--03043.jpg	stop	stop	stop
7255	go	nightTest/nightSequence1--00043.jpg	go	go	go
7256	stop	dayTest/daySequence2--06286.jpg	stop	stop	stop
7257	stopLeft	nightTest/nightSequence2--05021.jpg	stopLeft	stopLeft	stopLeft
7258	go	nightTest/nightSequence2--03912.jpg	go	go	go
7259	stop	nightTest/nightSequence2--04875.jpg	stop	stop	stop
7260	go	nightTest/nightSequence1--00188.jpg	go	go	go
7261	warning	nightTest/nightSequence1--02747.jpg	warning	warning	warning
7262	stop	dayTest/daySequence1--01977.jpg	stop	stop	stop
7263	goLeft	nightTest/nightSequence1--03977.jpg	goLeft	goLeft	goLeft
7264	stop	nightTest/nightSequence1--02966.jpg	stop	stop	stop
7265	go	nightTest/nightSequence1--00167.jpg	go	go	go
7266	goLeft	dayTest/daySequence2--06316.jpg	goLeft	goLeft	goLeft
7267	stop	nightTest/nightSequence2--00160.jpg	stop	stop	stop
7268	go	nightTest/nightSequence1--02489.jpg	go	go	go
7269	stop	nightTest/nightSequence1--03320.jpg	stop	stop	stop
7270	stop	nightTest/nightSequence2--00453.jpg	stop	stop	stop
7271	go	nightTest/nightSequence1--01927.jpg	go	go	go
7272	warning	dayTest/daySequence1--01942.jpg	warning	warning	warning
7273	go	dayTest/daySequence1--03390.jpg	go	go	go
7274	stop	dayTest/daySequence2--03854.jpg	stop	stop	stop
7275	stop	nightTest/nightSequence2--03338.jpg	stop	stop	stop
7276	stop	nightTest/nightSequence1--02744.jpg	stop	stop	stop
7277	stop	dayTest/daySequence2--06044.jpg	stop	stop	stop
7278	go	dayTest/daySequence1--02061.jpg	go	go	go
7279	go	nightTest/nightSequence1--04196.jpg	go	go	go
7280	stop	nightTest/nightSequence1--01197.jpg	stop	stop	stop
7281	go	nightTest/nightSequence1--02252.jpg	go	go	go
7282	go	dayTest/daySequence2--03481.jpg	go	go	go
7283	warningLeft	dayTest/daySequence1--03031.jpg	warningLeft	warningLeft	warningLeft
7284	stopLeft	dayTest/daySequence2--05720.jpg	stopLeft	stopLeft	stopLeft
7285	go	nightTest/nightSequence2--04575.jpg	go	go	go
7286	stop	nightTest/nightSequence1--03150.jpg	stop	stop	stop
7287	stopLeft	nightTest/nightSequence2--01127.jpg	stopLeft	stopLeft	stopLeft
7288	stop	nightTest/nightSequence1--00784.jpg	stop	stop	stop
7289	go	dayTest/daySequence2--04326.jpg	go	go	go
7290	go	nightTest/nightSequence1--04367.jpg	go	go	go
7291	stop	dayTest/daySequence2--05546.jpg	stop	stop	stop
7292	stopLeft	dayTest/daySequence2--05540.jpg	stopLeft	stopLeft	stopLeft
7293	warning	nightTest/nightSequence1--02118.jpg	warning	warning	warning
7294	stop	nightTest/nightSequence1--03299.jpg	stop	stop	stop
7295	go	dayTest/daySequence2--06693.jpg	go	go	go
7296	go	dayTest/daySequence1--03373.jpg	go	go	go
7297	stop	dayTest/daySequence2--05572.jpg	stop	stop	stop
7298	warning	nightTest/nightSequence1--00209.jpg	warning	warning	warning
7299	go	nightTest/nightSequence2--03077.jpg	go	go	go
7300	go	nightTest/nightSequence1--02020.jpg	go	go	go
7301	go	nightTest/nightSequence1--04748.jpg	go	go	go
7302	go	nightTest/nightSequence2--03197.jpg	go	go	go
7303	go	nightTest/nightSequence2--04389.jpg	go	go	go
7304	goLeft	nightTest/nightSequence2--05182.jpg	goLeft	goLeft	goLeft
7305	go	dayTest/daySequence1--01175.jpg	go	go	go
7306	stopLeft	nightTest/nightSequence2--04720.jpg	stopLeft	stopLeft	stopLeft
7307	goForward	dayTest/daySequence2--02938.jpg	goForward	goForward	goForward
7308	stop	nightTest/nightSequence2--03604.jpg	stop	stop	stop
7309	goLeft	nightTest/nightSequence1--03915.jpg	goLeft	goLeft	goLeft
7310	stopLeft	dayTest/daySequence2--03474.jpg	stopLeft	stopLeft	stopLeft
7311	stop	nightTest/nightSequence2--01608.jpg	stop	stop	stop
7312	stopLeft	nightTest/nightSequence2--04690.jpg	stopLeft	stopLeft	stopLeft
7313	go	dayTest/daySequence2--06852.jpg	go	go	go
7314	go	nightTest/nightSequence1--01844.jpg	go	go	go
7315	stop	dayTest/daySequence1--00827.jpg	stop	stop	stop
7316	go	nightTest/nightSequence2--04470.jpg	go	go	go
7317	go	nightTest/nightSequence1--00131.jpg	go	go	go
7318	stop	dayTest/daySequence1--02415.jpg	stop	stop	stop
7319	go	nightTest/nightSequence1--02604.jpg	go	go	go
7320	stopLeft	nightTest/nightSequence2--04715.jpg	stopLeft	stopLeft	stopLeft
7321	go	dayTest/daySequence1--03021.jpg	go	go	go
7322	stopLeft	dayTest/daySequence2--04900.jpg	stopLeft	stopLeft	stopLeft
7323	stop	dayTest/daySequence2--05862.jpg	stop	stop	stop
7324	stop	nightTest/nightSequence2--05959.jpg	stop	stop	stop
7325	go	nightTest/nightSequence1--00127.jpg	go	go	go
7326	go	nightTest/nightSequence2--03140.jpg	go	go	go
7327	go	nightTest/nightSequence2--04045.jpg	go	go	go
7328	go	nightTest/nightSequence1--02576.jpg	go	go	go
7329	go	nightTest/nightSequence1--01877.jpg	go	go	go
7330	stop	nightTest/nightSequence1--03392.jpg	stop	stop	stop
7331	stop	dayTest/daySequence2--00234.jpg	stop	stop	stop
7332	stop	nightTest/nightSequence2--03614.jpg	stop	stop	stop
7333	go	dayTest/daySequence2--03530.jpg	go	go	go
7334	go	dayTest/daySequence1--00957.jpg	go	go	go
7335	stop	nightTest/nightSequence1--02963.jpg	stop	stop	stop
7336	go	dayTest/daySequence2--04320.jpg	go	go	go
7337	go	dayTest/daySequence1--02706.jpg	go	go	go
7338	go	nightTest/nightSequence1--03833.jpg	go	go	go
7339	stop	dayTest/daySequence2--06290.jpg	stop	stop	stop
7340	stop	nightTest/nightSequence2--01639.jpg	stop	stop	stop
7341	go	nightTest/nightSequence2--02760.jpg	go	go	go
7342	stop	nightTest/nightSequence1--00885.jpg	stop	stop	stop
7343	stop	dayTest/daySequence2--06367.jpg	stop	stop	stop
7344	go	dayTest/daySequence1--01101.jpg	go	go	go
7345	stop	dayTest/daySequence2--05537.jpg	stop	stop	stop
7346	go	dayTest/daySequence1--03396.jpg	go	go	go
7347	stopLeft	dayTest/daySequence2--05988.jpg	stopLeft	stopLeft	stopLeft
7348	warning	nightTest/nightSequence2--01545.jpg	warning	warning	warning
7349	go	nightTest/nightSequence1--01956.jpg	go	go	go
7350	stop	dayTest/daySequence2--06340.jpg	stop	stop	stop
7351	stop	nightTest/nightSequence1--02911.jpg	stop	stop	stop
7352	stop	dayTest/daySequence2--06446.jpg	stop	stop	stop
7353	go	nightTest/nightSequence2--04339.jpg	go	go	go
7354	stop	nightTest/nightSequence2--00572.jpg	stop	stop	stop
7355	stop	nightTest/nightSequence1--01562.jpg	stop	stop	stop
7356	stop	nightTest/nightSequence1--03682.jpg	stop	stop	stop
7357	go	dayTest/daySequence1--02028.jpg	go	go	go
7358	stop	dayTest/daySequence2--05509.jpg	stop	stop	stop
7359	go	dayTest/daySequence2--01302.jpg	go	go	go
7360	stop	nightTest/nightSequence2--03471.jpg	stop	stop	stop
7361	go	nightTest/nightSequence1--02548.jpg	go	go	go
7362	go	nightTest/nightSequence1--02468.jpg	go	go	go
7363	go	nightTest/nightSequence2--01310.jpg	go	go	go
7364	stop	nightTest/nightSequence2--04825.jpg	stop	stop	stop
7365	stop	nightTest/nightSequence1--02720.jpg	stop	stop	stop
7366	warning	dayTest/daySequence1--01884.jpg	warning	warning	warning
7367	go	nightTest/nightSequence2--04446.jpg	go	go	go
7368	go	nightTest/nightSequence2--04079.jpg	go	go	go
7369	go	nightTest/nightSequence1--04536.jpg	go	go	go
7370	go	dayTest/daySequence1--02798.jpg	go	go	go
7371	go	nightTest/nightSequence2--04498.jpg	go	go	go
7372	stop	nightTest/nightSequence2--00467.jpg	stop	stop	stop
7373	stop	nightTest/nightSequence1--01225.jpg	stop	stop	stop
7374	stop	nightTest/nightSequence2--00545.jpg	stop	stop	stop
7375	stop	dayTest/daySequence2--03821.jpg	stop	stop	stop
7376	go	nightTest/nightSequence2--03896.jpg	go	go	go
7377	go	nightTest/nightSequence2--02975.jpg	go	go	go
7378	go	nightTest/nightSequence1--02473.jpg	go	go	go
7379	stopLeft	nightTest/nightSequence1--03691.jpg	stopLeft	stopLeft	stopLeft
7380	go	nightTest/nightSequence2--06510.jpg	go	go	go
7381	stopLeft	nightTest/nightSequence2--04638.jpg	stopLeft	stopLeft	stopLeft
7382	go	dayTest/daySequence1--02796.jpg	go	go	go
7383	go	dayTest/daySequence1--03223.jpg	go	go	go
7384	stop	nightTest/nightSequence1--03065.jpg	stop	stop	stop
7385	stop	nightTest/nightSequence2--03421.jpg	stop	stop	stop
7386	stop	nightTest/nightSequence1--01460.jpg	stop	stop	stop
7387	stop	dayTest/daySequence2--05973.jpg	stop	stop	stop
7388	go	nightTest/nightSequence2--03972.jpg	go	go	go
7389	stop	dayTest/daySequence1--01950.jpg	stop	stop	stop
7390	go	nightTest/nightSequence2--02999.jpg	go	go	go
7391	go	nightTest/nightSequence1--04286.jpg	go	go	go
