day,No,Annotation,Filename,RandomForest,kNN,AdaBoost,tAnnotation,tRandomForest,tkNN,tAdaBoost,RF,KNN,AB
2,7739,go,nightTest/nightSequence1--02337.jpg,go,go,go,1,1,1,1,,,
4,7740,go,nightTest/nightSequence2--04506.jpg,go,go,go,1,1,1,1,,,
1,7741,stop,dayTest/daySequence1--00611.jpg,stop,stop,stop,1,1,1,1,,,
4,7742,go,nightTest/nightSequence2--05321.jpg,go,go,go,1,1,1,1,,,
2,7743,stop,nightTest/nightSequence1--03193.jpg,stop,stop,stop,1,1,1,1,,,
1,7744,go,dayTest/daySequence1--03371.jpg,go,go,go,1,1,1,1,,,
2,7745,go,nightTest/nightSequence1--02465.jpg,go,go,go,1,1,1,1,,,
2,7746,go,nightTest/nightSequence1--03405.jpg,go,go,go,1,1,1,1,,,
1,7747,go,dayTest/daySequence1--01773.jpg,go,go,go,1,1,1,1,,,
4,7748,go,nightTest/nightSequence2--05381.jpg,go,go,go,1,1,1,1,,,
4,7749,stop,nightTest/nightSequence2--05132.jpg,stop,stop,stop,1,1,1,1,,,
3,7750,stopLeft,dayTest/daySequence2--05254.jpg,stopLeft,stopLeft,stopLeft,1,1,1,1,,,
2,7751,stop,nightTest/nightSequence1--00940.jpg,stop,stop,stop,1,1,1,1,,,
3,7752,stop,dayTest/daySequence2--06046.jpg,stop,stop,stop,1,1,1,1,,,
2,7753,go,nightTest/nightSequence1--02291.jpg,go,go,go,1,1,1,1,,,
4,7754,stop,nightTest/nightSequence2--05076.jpg,stop,stop,stop,1,1,1,1,,,
2,7755,go,nightTest/nightSequence1--04347.jpg,go,go,go,1,1,1,1,,,
2,7756,go,nightTest/nightSequence1--02235.jpg,go,go,go,1,1,1,1,,,
2,7757,stop,nightTest/nightSequence1--02856.jpg,stop,stop,stop,1,1,1,1,,,
2,7758,stop,nightTest/nightSequence1--00113.jpg,stop,stop,stop,1,1,1,1,,,
4,7759,go,nightTest/nightSequence2--04485.jpg,go,go,go,1,1,1,1,,,
2,7760,stop,nightTest/nightSequence1--02934.jpg,stop,stop,stop,1,1,1,1,,,
4,7761,go,nightTest/nightSequence2--06530.jpg,go,go,go,1,1,1,1,,,
2,7762,stop,nightTest/nightSequence1--03136.jpg,stop,stop,stop,1,1,1,1,,,
2,7763,stop,nightTest/nightSequence1--03049.jpg,stop,stop,stop,1,1,1,1,,,
1,7764,stop,dayTest/daySequence1--00731.jpg,stop,stop,stop,1,1,1,1,,,
1,7765,stop,dayTest/daySequence1--02422.jpg,stop,stop,stop,1,1,1,1,,,
1,7766,stop,dayTest/daySequence1--00854.jpg,stop,stop,stop,1,1,1,1,,,
4,7767,stop,nightTest/nightSequence2--04322.jpg,stop,stop,stop,1,1,1,1,,,
3,7768,stop,dayTest/daySequence2--00178.jpg,stop,stop,stop,1,1,1,1,,,
4,7769,stopLeft,nightTest/nightSequence2--01293.jpg,stopLeft,stopLeft,stopLeft,1,1,1,1,,,
4,7770,go,nightTest/nightSequence2--02885.jpg,go,go,go,1,1,1,1,,,
4,7771,stop,nightTest/nightSequence2--02144.jpg,stop,stop,stop,1,1,1,1,,,
1,7772,stop,dayTest/daySequence1--00924.jpg,stop,stop,stop,1,1,1,1,,,
4,7773,go,nightTest/nightSequence2--02570.jpg,go,go,go,1,1,1,1,,,
2,7774,go,nightTest/nightSequence1--03823.jpg,go,go,go,1,1,1,1,,,
3,7775,stop,dayTest/daySequence2--00220.jpg,stop,stop,stop,1,1,1,1,,,
4,7776,go,nightTest/nightSequence2--05560.jpg,go,go,go,1,1,1,1,,,
4,7777,go,nightTest/nightSequence2--05351.jpg,go,go,go,1,1,1,1,,,
2,7778,stop,nightTest/nightSequence1--02801.jpg,stop,stop,stop,1,1,1,1,,,
4,7779,go,nightTest/nightSequence2--04116.jpg,go,go,go,1,1,1,1,,,
2,7780,stop,nightTest/nightSequence1--03481.jpg,stop,stop,stop,1,1,1,1,,,
1,7781,stop,dayTest/daySequence1--00604.jpg,stop,stop,stop,1,1,1,1,,,
2,7782,go,nightTest/nightSequence1--04463.jpg,go,go,go,1,1,1,1,,,
4,7783,stop,nightTest/nightSequence2--06316.jpg,stop,stop,stop,1,1,1,1,,,
3,7784,stopLeft,dayTest/daySequence2--05631.jpg,stopLeft,stopLeft,stopLeft,1,1,1,1,,,
2,7785,go,nightTest/nightSequence1--03728.jpg,go,go,go,1,1,1,1,,,
4,7786,go,nightTest/nightSequence2--03905.jpg,go,go,go,1,1,1,1,,,
2,7787,stop,nightTest/nightSequence1--02782.jpg,stop,stop,stop,1,1,1,1,,,
2,7788,go,nightTest/nightSequence1--02594.jpg,go,go,go,1,1,1,1,,,
3,7789,stopLeft,dayTest/daySequence2--05498.jpg,stopLeft,stopLeft,stopLeft,1,1,1,1,,,
2,7790,go,nightTest/nightSequence1--02241.jpg,go,go,go,1,1,1,1,,,
4,7791,stop,nightTest/nightSequence2--00893.jpg,stop,stop,stop,1,1,1,1,,,
4,7792,stop,nightTest/nightSequence2--00872.jpg,stop,stop,stop,1,1,1,1,,,
3,7793,stopLeft,dayTest/daySequence2--05312.jpg,stopLeft,stopLeft,stopLeft,1,1,1,1,,,
1,7794,go,dayTest/daySequence1--01216.jpg,go,go,go,1,1,1,1,,,
3,7795,stopLeft,dayTest/daySequence2--05602.jpg,stopLeft,stopLeft,stopLeft,1,1,1,1,,,
4,7796,go,nightTest/nightSequence2--04089.jpg,go,go,go,1,1,1,1,,,
4,7797,go,nightTest/nightSequence2--01366.jpg,go,go,go,1,1,1,1,,,
3,7798,stopLeft,dayTest/daySequence2--04972.jpg,stopLeft,stopLeft,stopLeft,1,1,1,1,,,
4,7799,stop,nightTest/nightSequence2--01530.jpg,stop,stop,stop,1,1,1,1,,,
2,7800,stop,nightTest/nightSequence1--01075.jpg,stop,stop,stop,1,1,1,1,,,
4,7801,stopLeft,nightTest/nightSequence2--01181.jpg,stopLeft,stopLeft,stopLeft,1,1,1,1,,,
4,7802,stop,nightTest/nightSequence2--03431.jpg,stop,stop,stop,1,1,1,1,,,
4,7803,stop,nightTest/nightSequence2--03542.jpg,stop,stop,stop,1,1,1,1,,,
3,7804,stopLeft,dayTest/daySequence2--05009.jpg,stopLeft,stopLeft,stopLeft,1,1,1,1,,,
1,7805,go,dayTest/daySequence1--03192.jpg,go,go,go,1,1,1,1,,,
2,7806,stop,nightTest/nightSequence1--03098.jpg,stop,stop,stop,1,1,1,1,,,
2,7807,go,nightTest/nightSequence1--00142.jpg,go,go,go,1,1,1,1,,,
2,7808,stop,nightTest/nightSequence1--02906.jpg,stop,stop,stop,1,1,1,1,,,
4,7809,stop,nightTest/nightSequence2--00942.jpg,stop,stop,stop,1,1,1,1,,,
2,7810,stop,nightTest/nightSequence1--00266.jpg,stop,stop,stop,1,1,1,1,,,
4,7811,stop,nightTest/nightSequence2--06287.jpg,stop,stop,stop,1,1,1,1,,,
3,7812,stop,dayTest/daySequence2--05523.jpg,stop,stop,stop,1,1,1,1,,,
4,7813,stop,nightTest/nightSequence2--01647.jpg,stop,stop,stop,1,1,1,1,,,
3,7814,go,dayTest/daySequence2--04317.jpg,go,go,go,1,1,1,1,,,
4,7815,stop,nightTest/nightSequence2--00194.jpg,stop,stop,stop,1,1,1,1,,,
4,7816,stop,nightTest/nightSequence2--03666.jpg,stop,stop,stop,1,1,1,1,,,
2,7817,stop,nightTest/nightSequence1--02622.jpg,stop,stop,stop,1,1,1,1,,,
3,7818,go,dayTest/daySequence2--04867.jpg,go,go,go,1,1,1,1,,,
1,7819,go,dayTest/daySequence1--03218.jpg,go,go,go,1,1,1,1,,,
2,7820,stop,nightTest/nightSequence1--02762.jpg,stop,stop,stop,1,1,1,1,,,
3,7821,stopLeft,dayTest/daySequence2--05752.jpg,stopLeft,stopLeft,stopLeft,1,1,1,1,,,
4,7822,stopLeft,nightTest/nightSequence2--04647.jpg,stopLeft,stopLeft,stopLeft,1,1,1,1,,,
2,7823,stop,nightTest/nightSequence1--03334.jpg,stop,stop,stop,1,1,1,1,,,
1,7824,stop,dayTest/daySequence1--02077.jpg,stop,stop,stop,1,1,1,1,,,
4,7825,stop,nightTest/nightSequence2--00273.jpg,stop,stop,stop,1,1,1,1,,,
4,7826,go,nightTest/nightSequence2--04291.jpg,go,go,go,1,1,1,1,,,
1,7827,stop,dayTest/daySequence1--00628.jpg,stop,stop,stop,1,1,1,1,,,
1,7828,stop,dayTest/daySequence1--00710.jpg,stop,stop,stop,1,1,1,1,,,
2,7829,go,nightTest/nightSequence1--01718.jpg,go,go,go,1,1,1,1,,,
1,7830,go,dayTest/daySequence1--02466.jpg,go,go,go,1,1,1,1,,,
3,7831,stopLeft,dayTest/daySequence2--06033.jpg,stopLeft,stopLeft,stopLeft,1,1,1,1,,,
4,7832,go,nightTest/nightSequence2--04215.jpg,go,go,go,1,1,1,1,,,
2,7833,stop,nightTest/nightSequence1--03365.jpg,stop,stop,stop,1,1,1,1,,,
4,7834,go,nightTest/nightSequence2--05471.jpg,go,go,go,1,1,1,1,,,
4,7835,stop,nightTest/nightSequence2--06010.jpg,stop,stop,stop,1,1,1,1,,,
2,7836,stop,nightTest/nightSequence1--01179.jpg,stop,stop,stop,1,1,1,1,,,
3,7837,go,dayTest/daySequence2--01263.jpg,go,go,go,1,1,1,1,,,
4,7838,stop,nightTest/nightSequence2--00037.jpg,stop,stop,stop,1,1,1,1,,,
3,7839,stopLeft,dayTest/daySequence2--05251.jpg,stopLeft,stopLeft,stopLeft,1,1,1,1,,,
2,7840,go,nightTest/nightSequence1--02575.jpg,go,go,go,1,1,1,1,,,
2,7841,go,nightTest/nightSequence1--02555.jpg,go,go,go,1,1,1,1,,,
4,7842,go,nightTest/nightSequence2--00638.jpg,go,go,go,1,1,1,1,,,
2,7843,go,nightTest/nightSequence1--02299.jpg,go,go,go,1,1,1,1,,,
1,7844,stop,dayTest/daySequence1--00169.jpg,stop,stop,stop,1,1,1,1,,,
1,7845,warning,dayTest/daySequence1--01907.jpg,warning,warning,warning,1,1,1,1,,,
4,7846,go,nightTest/nightSequence2--04519.jpg,go,go,go,1,1,1,1,,,
1,7847,stop,dayTest/daySequence1--00864.jpg,stop,stop,stop,1,1,1,1,,,
1,7848,stop,dayTest/daySequence1--03593.jpg,stop,stop,stop,1,1,1,1,,,
3,7849,stopLeft,dayTest/daySequence2--06222.jpg,stopLeft,stopLeft,stopLeft,1,1,1,1,,,
4,7850,stop,nightTest/nightSequence2--00580.jpg,stop,stop,stop,1,1,1,1,,,
2,7851,go,nightTest/nightSequence1--01995.jpg,go,go,go,1,1,1,1,,,
2,7852,stop,nightTest/nightSequence1--03231.jpg,stop,stop,stop,1,1,1,1,,,
1,7853,stop,dayTest/daySequence1--02501.jpg,stop,stop,stop,1,1,1,1,,,
2,7854,stop,nightTest/nightSequence1--03369.jpg,stop,stop,stop,1,1,1,1,,,
3,7855,go,dayTest/daySequence2--02799.jpg,go,go,go,1,1,1,1,,,
4,7856,stop,nightTest/nightSequence2--04060.jpg,stop,stop,stop,1,1,1,1,,,
2,7857,go,nightTest/nightSequence1--03219.jpg,go,go,go,1,1,1,1,,,
3,7858,go,dayTest/daySequence2--02804.jpg,go,go,go,1,1,1,1,,,
2,7859,stop,nightTest/nightSequence1--02959.jpg,stop,stop,stop,1,1,1,1,,,
4,7860,go,nightTest/nightSequence2--04368.jpg,go,go,go,1,1,1,1,,,
3,7861,stop,dayTest/daySequence2--00975.jpg,stop,stop,stop,1,1,1,1,,,
4,7862,stop,nightTest/nightSequence2--05963.jpg,stop,stop,stop,1,1,1,1,,,
3,7863,stopLeft,dayTest/daySequence2--05121.jpg,stopLeft,stopLeft,stopLeft,1,1,1,1,,,
4,7864,go,nightTest/nightSequence2--04251.jpg,go,go,go,1,1,1,1,,,
2,7865,go,nightTest/nightSequence1--04144.jpg,go,go,go,1,1,1,1,,,
2,7866,stop,nightTest/nightSequence1--03268.jpg,stop,stop,stop,1,1,1,1,,,
4,7867,stop,nightTest/nightSequence2--01973.jpg,stop,stop,stop,1,1,1,1,,,
1,7868,go,dayTest/daySequence1--02607.jpg,go,go,go,1,1,1,1,,,
4,7869,stopLeft,nightTest/nightSequence2--04818.jpg,stopLeft,stopLeft,stopLeft,1,1,1,1,,,
4,7870,go,nightTest/nightSequence2--03100.jpg,go,go,go,1,1,1,1,,,
4,7871,stop,nightTest/nightSequence2--02069.jpg,stop,stop,stop,1,1,1,1,,,
3,7872,go,dayTest/daySequence2--01227.jpg,go,go,go,1,1,1,1,,,
2,7873,stop,nightTest/nightSequence1--03588.jpg,stop,stop,stop,1,1,1,1,,,
3,7874,stopLeft,dayTest/daySequence2--05040.jpg,stopLeft,stopLeft,stopLeft,1,1,1,1,,,
2,7875,go,nightTest/nightSequence1--02289.jpg,go,go,go,1,1,1,1,,,
4,7876,go,nightTest/nightSequence2--02288.jpg,go,go,go,1,1,1,1,,,
2,7877,go,nightTest/nightSequence1--02397.jpg,go,go,go,1,1,1,1,,,
3,7878,go,dayTest/daySequence2--02763.jpg,go,go,go,1,1,1,1,,,
2,7879,go,nightTest/nightSequence1--00550.jpg,go,go,go,1,1,1,1,,,
4,7880,go,nightTest/nightSequence2--03120.jpg,go,go,go,1,1,1,1,,,
4,7881,stop,nightTest/nightSequence2--00043.jpg,stop,stop,stop,1,1,1,1,,,
1,7882,go,dayTest/daySequence1--00262.jpg,go,go,go,1,1,1,1,,,
4,7883,stop,nightTest/nightSequence2--06265.jpg,stop,stop,stop,1,1,1,1,,,
4,7884,go,nightTest/nightSequence2--04442.jpg,go,go,go,1,1,1,1,,,
3,7885,stop,dayTest/daySequence2--03855.jpg,stop,stop,stop,1,1,1,1,,,
1,7886,go,dayTest/daySequence1--02303.jpg,go,go,go,1,1,1,1,,,
2,7887,go,nightTest/nightSequence1--03207.jpg,go,go,go,1,1,1,1,,,
1,7888,go,dayTest/daySequence1--03957.jpg,go,go,go,1,1,1,1,,,
2,7889,go,nightTest/nightSequence1--02077.jpg,go,go,go,1,1,1,1,,,
2,7890,go,nightTest/nightSequence1--03487.jpg,go,go,go,1,1,1,1,,,
3,7891,goForward,dayTest/daySequence2--02874.jpg,goForward,goForward,goForward,1,1,1,1,,,
3,7892,stop,dayTest/daySequence2--00168.jpg,stop,stop,stop,1,1,1,1,,,
2,7893,stop,nightTest/nightSequence1--02624.jpg,stop,stop,stop,1,1,1,1,,,
3,7894,stop,dayTest/daySequence2--05700.jpg,stop,stop,stop,1,1,1,1,,,
4,7895,stop,nightTest/nightSequence2--01771.jpg,stop,stop,stop,1,1,1,1,,,
3,7896,stop,dayTest/daySequence2--06201.jpg,stop,stop,stop,1,1,1,1,,,
1,7897,go,dayTest/daySequence1--02670.jpg,go,go,go,1,1,1,1,,,
2,7898,stop,nightTest/nightSequence1--00320.jpg,stop,stop,stop,1,1,1,1,,,
4,7899,go,nightTest/nightSequence2--03067.jpg,go,go,go,1,1,1,1,,,
2,7900,go,nightTest/nightSequence1--03967.jpg,go,go,go,1,1,1,1,,,
2,7901,go,nightTest/nightSequence1--04268.jpg,go,go,go,1,1,1,1,,,
3,7902,goLeft,dayTest/daySequence2--06322.jpg,goLeft,goLeft,goLeft,1,1,1,1,,,
4,7903,stopLeft,nightTest/nightSequence2--05006.jpg,stopLeft,stopLeft,stopLeft,1,1,1,1,,,
1,7904,go,dayTest/daySequence1--03390.jpg,go,go,go,1,1,1,1,,,
4,7905,stop,nightTest/nightSequence2--03499.jpg,stop,stop,stop,1,1,1,1,,,
4,7906,stop,nightTest/nightSequence2--00770.jpg,stop,stop,stop,1,1,1,1,,,
1,7907,go,dayTest/daySequence1--03757.jpg,go,go,go,1,1,1,1,,,
1,7908,stop,dayTest/daySequence1--00863.jpg,stop,stop,stop,1,1,1,1,,,
4,7909,go,nightTest/nightSequence2--02484.jpg,go,go,go,1,1,1,1,,,
4,7910,go,nightTest/nightSequence2--04221.jpg,go,go,go,1,1,1,1,,,
2,7911,stop,nightTest/nightSequence1--01535.jpg,stop,stop,stop,1,1,1,1,,,
4,7912,go,nightTest/nightSequence2--05427.jpg,go,go,go,1,1,1,1,,,
1,7913,go,dayTest/daySequence1--03184.jpg,go,go,go,1,1,1,1,,,
4,7914,go,nightTest/nightSequence2--03966.jpg,go,go,go,1,1,1,1,,,
4,7915,stopLeft,nightTest/nightSequence2--04575.jpg,stopLeft,stopLeft,stopLeft,1,1,1,1,,,
3,7916,stop,dayTest/daySequence2--05733.jpg,stop,stop,stop,1,1,1,1,,,
4,7917,stop,nightTest/nightSequence2--04247.jpg,stop,stop,stop,1,1,1,1,,,
2,7918,stop,nightTest/nightSequence1--02857.jpg,stop,stop,stop,1,1,1,1,,,
2,7919,stop,nightTest/nightSequence1--02632.jpg,stop,stop,stop,1,1,1,1,,,
1,7920,stop,dayTest/daySequence1--00115.jpg,stop,stop,stop,1,1,1,1,,,
1,7921,go,dayTest/daySequence1--01292.jpg,go,go,go,1,1,1,1,,,
1,7922,go,dayTest/daySequence1--02833.jpg,go,go,go,1,1,1,1,,,
4,7923,stop,nightTest/nightSequence2--00521.jpg,stop,stop,stop,1,1,1,1,,,
4,7924,stop,nightTest/nightSequence2--00519.jpg,stop,stop,stop,1,1,1,1,,,
1,7925,go,dayTest/daySequence1--03906.jpg,go,go,go,1,1,1,1,,,
2,7926,go,nightTest/nightSequence1--02502.jpg,go,go,go,1,1,1,1,,,
1,7927,stop,dayTest/daySequence1--00946.jpg,stop,stop,stop,1,1,1,1,,,
3,7928,stop,dayTest/daySequence2--05728.jpg,stop,stop,stop,1,1,1,1,,,
2,7929,stop,nightTest/nightSequence1--02871.jpg,stop,stop,stop,1,1,1,1,,,
4,7930,go,nightTest/nightSequence2--03738.jpg,go,go,go,1,1,1,1,,,
4,7931,stop,nightTest/nightSequence2--00429.jpg,stop,stop,stop,1,1,1,1,,,
3,7932,stop,dayTest/daySequence2--05903.jpg,stop,stop,stop,1,1,1,1,,,
4,7933,go,nightTest/nightSequence2--01245.jpg,go,go,go,1,1,1,1,,,
2,7934,go,nightTest/nightSequence1--02369.jpg,go,go,go,1,1,1,1,,,
2,7935,stop,nightTest/nightSequence1--03369.jpg,stop,stop,stop,1,1,1,1,,,
1,7936,go,dayTest/daySequence1--01829.jpg,go,go,go,1,1,1,1,,,
4,7937,stopLeft,nightTest/nightSequence2--00793.jpg,stopLeft,stopLeft,stopLeft,1,1,1,1,,,
4,7938,stop,nightTest/nightSequence2--06396.jpg,stopLeft,stopLeft,stop,1,0,0,1,,,
4,7939,go,nightTest/nightSequence2--02915.jpg,go,go,go,1,1,1,1,,,
3,7940,stop,dayTest/daySequence2--05932.jpg,stop,stop,stop,1,1,1,1,,,
2,7941,stop,nightTest/nightSequence1--00598.jpg,stop,stop,stop,1,1,1,1,,,
4,7942,go,nightTest/nightSequence2--05434.jpg,go,go,go,1,1,1,1,,,
4,7943,stop,nightTest/nightSequence2--00458.jpg,stop,stop,stop,1,1,1,1,,,
1,7944,go,dayTest/daySequence1--02226.jpg,go,go,go,1,1,1,1,,,
4,7945,go,nightTest/nightSequence2--05343.jpg,go,go,go,1,1,1,1,,,
3,7946,stopLeft,dayTest/daySequence2--05318.jpg,stopLeft,stopLeft,stopLeft,1,1,1,1,,,
4,7947,stop,nightTest/nightSequence2--03619.jpg,stop,stop,stop,1,1,1,1,,,
3,7948,go,dayTest/daySequence2--03411.jpg,go,go,go,1,1,1,1,,,
4,7949,stopLeft,nightTest/nightSequence2--06465.jpg,stopLeft,stopLeft,stopLeft,1,1,1,1,,,
1,7950,go,dayTest/daySequence1--03296.jpg,go,go,go,1,1,1,1,,,
4,7951,stop,nightTest/nightSequence2--04278.jpg,stop,stop,stop,1,1,1,1,,,
3,7952,stopLeft,dayTest/daySequence2--04654.jpg,stopLeft,stopLeft,stopLeft,1,1,1,1,,,
2,7953,stop,nightTest/nightSequence1--01396.jpg,stop,stop,stop,1,1,1,1,,,
3,7954,stop,dayTest/daySequence2--05861.jpg,stop,stop,stop,1,1,1,1,,,
2,7955,stop,nightTest/nightSequence1--03354.jpg,stop,stop,stop,1,1,1,1,,,
3,7956,stop,dayTest/daySequence2--05551.jpg,stop,stop,stop,1,1,1,1,,,
2,7957,stop,nightTest/nightSequence1--03091.jpg,stop,stop,stop,1,1,1,1,,,
2,7958,stop,nightTest/nightSequence1--02973.jpg,stop,stop,stop,1,1,1,1,,,
3,7959,stop,dayTest/daySequence2--00364.jpg,stop,stop,stop,1,1,1,1,,,
4,7960,go,nightTest/nightSequence2--05470.jpg,go,go,go,1,1,1,1,,,
4,7961,go,nightTest/nightSequence2--01330.jpg,go,go,go,1,1,1,1,,,
4,7962,go,nightTest/nightSequence2--04461.jpg,go,go,go,1,1,1,1,,,
3,7963,stop,dayTest/daySequence2--00374.jpg,stop,stop,stop,1,1,1,1,,,
3,7964,stopLeft,dayTest/daySequence2--04951.jpg,stopLeft,stopLeft,stopLeft,1,1,1,1,,,
2,7965,warning,nightTest/nightSequence1--02129.jpg,warning,warning,warning,1,1,1,1,,,
3,7966,stop,dayTest/daySequence2--00852.jpg,stop,stop,stop,1,1,1,1,,,
4,7967,stop,nightTest/nightSequence2--02215.jpg,stop,stop,stop,1,1,1,1,,,
2,7968,go,nightTest/nightSequence1--04517.jpg,go,go,go,1,1,1,1,,,
2,7969,stop,nightTest/nightSequence1--02973.jpg,stop,stop,stop,1,1,1,1,,,
2,7970,go,nightTest/nightSequence1--04802.jpg,go,go,go,1,1,1,1,,,
4,7971,stop,nightTest/nightSequence2--04807.jpg,stop,stop,stop,1,1,1,1,,,
4,7972,stop,nightTest/nightSequence2--06475.jpg,stop,stop,stop,1,1,1,1,,,
2,7973,stop,nightTest/nightSequence1--00399.jpg,stop,stop,stop,1,1,1,1,,,
4,7974,go,nightTest/nightSequence2--04646.jpg,go,go,go,1,1,1,1,,,
1,7975,stop,dayTest/daySequence1--03623.jpg,stop,stop,stop,1,1,1,1,,,
2,7976,go,nightTest/nightSequence1--02454.jpg,go,go,go,1,1,1,1,,,
4,7977,stop,nightTest/nightSequence2--02063.jpg,stop,stop,stop,1,1,1,1,,,
2,7978,go,nightTest/nightSequence1--02643.jpg,go,go,go,1,1,1,1,,,
4,7979,stop,nightTest/nightSequence2--06367.jpg,stop,stop,stop,1,1,1,1,,,
1,7980,go,dayTest/daySequence1--01828.jpg,go,go,go,1,1,1,1,,,
4,7981,go,nightTest/nightSequence2--01081.jpg,go,go,go,1,1,1,1,,,
2,7982,stop,nightTest/nightSequence1--03294.jpg,stop,stop,stop,1,1,1,1,,,
4,7983,go,nightTest/nightSequence2--04198.jpg,go,go,go,1,1,1,1,,,
1,7984,stop,dayTest/daySequence1--03545.jpg,stop,stop,stop,1,1,1,1,,,
3,7985,stopLeft,dayTest/daySequence2--05157.jpg,stopLeft,stopLeft,stopLeft,1,1,1,1,,,
1,7986,stop,dayTest/daySequence1--00635.jpg,stop,stop,stop,1,1,1,1,,,
2,7987,stop,nightTest/nightSequence1--02814.jpg,stop,stop,stop,1,1,1,1,,,
4,7988,go,nightTest/nightSequence2--01517.jpg,go,go,go,1,1,1,1,,,
2,7989,go,nightTest/nightSequence1--04493.jpg,go,go,go,1,1,1,1,,,
4,7990,go,nightTest/nightSequence2--04211.jpg,go,go,go,1,1,1,1,,,
2,7991,go,nightTest/nightSequence1--03510.jpg,go,go,go,1,1,1,1,,,
2,7992,warning,nightTest/nightSequence1--02599.jpg,warning,warning,warning,1,1,1,1,,,
4,7993,go,nightTest/nightSequence2--03227.jpg,go,go,go,1,1,1,1,,,
4,7994,go,nightTest/nightSequence2--03122.jpg,go,go,go,1,1,1,1,,,
4,7995,stop,nightTest/nightSequence2--06391.jpg,stop,stopLeft,stop,1,1,0,1,,,
4,7996,go,nightTest/nightSequence2--04216.jpg,go,go,go,1,1,1,1,,,
2,7997,stopLeft,nightTest/nightSequence1--03697.jpg,stopLeft,stopLeft,stopLeft,1,1,1,1,,,
3,7998,stopLeft,dayTest/daySequence2--05780.jpg,stopLeft,stopLeft,stopLeft,1,1,1,1,,,
4,7999,go,nightTest/nightSequence2--02297.jpg,go,go,go,1,1,1,1,,,
2,8000,stop,nightTest/nightSequence1--02680.jpg,stop,stop,stop,1,1,1,1,,,
2,8001,stop,nightTest/nightSequence1--02932.jpg,stop,stop,stop,1,1,1,1,,,
3,8002,stop,dayTest/daySequence2--05505.jpg,stop,stop,stop,1,1,1,1,,,
2,8003,go,nightTest/nightSequence1--02405.jpg,go,go,go,1,1,1,1,,,
4,8004,go,nightTest/nightSequence2--04115.jpg,go,go,go,1,1,1,1,,,
2,8005,go,nightTest/nightSequence1--02678.jpg,go,go,go,1,1,1,1,,,
4,8006,stop,nightTest/nightSequence2--00361.jpg,stop,stop,stop,1,1,1,1,,,
2,8007,go,nightTest/nightSequence1--01895.jpg,go,go,go,1,1,1,1,,,
3,8008,go,dayTest/daySequence2--02686.jpg,go,go,go,1,1,1,1,,,
4,8009,stopLeft,nightTest/nightSequence2--05073.jpg,stopLeft,stopLeft,stopLeft,1,1,1,1,,,
1,8010,go,dayTest/daySequence1--02943.jpg,go,go,go,1,1,1,1,,,
4,8011,stop,nightTest/nightSequence2--00451.jpg,stop,stop,stop,1,1,1,1,,,
2,8012,stop,nightTest/nightSequence1--01061.jpg,stop,stop,stop,1,1,1,1,,,
4,8013,stop,nightTest/nightSequence2--00523.jpg,stop,stop,stop,1,1,1,1,,,
4,8014,go,nightTest/nightSequence2--04171.jpg,go,go,go,1,1,1,1,,,
3,8015,stop,dayTest/daySequence2--05287.jpg,stop,stop,stop,1,1,1,1,,,
2,8016,go,nightTest/nightSequence1--04786.jpg,go,go,go,1,1,1,1,,,
3,8017,stopLeft,dayTest/daySequence2--05605.jpg,stopLeft,stopLeft,stopLeft,1,1,1,1,,,
4,8018,go,nightTest/nightSequence2--04294.jpg,go,go,go,1,1,1,1,,,
4,8019,stop,nightTest/nightSequence2--00272.jpg,stop,stop,stop,1,1,1,1,,,
4,8020,go,nightTest/nightSequence2--05529.jpg,go,go,go,1,1,1,1,,,
2,8021,go,nightTest/nightSequence1--04604.jpg,go,go,go,1,1,1,1,,,
3,8022,go,dayTest/daySequence2--04316.jpg,go,go,go,1,1,1,1,,,
2,8023,stop,nightTest/nightSequence1--02963.jpg,stop,stop,stop,1,1,1,1,,,
2,8024,stop,nightTest/nightSequence1--00850.jpg,stop,stop,stop,1,1,1,1,,,
3,8025,stop,dayTest/daySequence2--05606.jpg,stop,stop,stop,1,1,1,1,,,
4,8026,go,nightTest/nightSequence2--05545.jpg,go,go,go,1,1,1,1,,,
2,8027,stop,nightTest/nightSequence1--03016.jpg,stop,stop,stop,1,1,1,1,,,
4,8028,stop,nightTest/nightSequence2--03645.jpg,stop,stop,stop,1,1,1,1,,,
1,8029,go,dayTest/daySequence1--03215.jpg,go,go,go,1,1,1,1,,,
2,8030,stop,nightTest/nightSequence1--03385.jpg,stop,stop,stop,1,1,1,1,,,
1,8031,stop,dayTest/daySequence1--00557.jpg,stop,stop,stop,1,1,1,1,,,
4,8032,go,nightTest/nightSequence2--04501.jpg,go,go,go,1,1,1,1,,,
2,8033,stop,nightTest/nightSequence1--03312.jpg,stop,stop,stop,1,1,1,1,,,
4,8034,go,nightTest/nightSequence2--02826.jpg,go,go,go,1,1,1,1,,,
1,8035,go,dayTest/daySequence1--02562.jpg,go,go,go,1,1,1,1,,,
3,8036,goLeft,dayTest/daySequence2--06368.jpg,goLeft,goLeft,goLeft,1,1,1,1,,,
3,8037,warning,dayTest/daySequence2--05070.jpg,warning,warning,warning,1,1,1,1,,,
4,8038,go,nightTest/nightSequence2--03736.jpg,go,go,go,1,1,1,1,,,
3,8039,stopLeft,dayTest/daySequence2--05608.jpg,stopLeft,stopLeft,stopLeft,1,1,1,1,,,
